Date,Close
1/2/2020 16:00:00,0.04
1/3/2020 16:00:00,0.04
1/7/2020 16:00:00,0.04
1/8/2020 16:00:00,0.03
3/12/2020 16:00:00,0.02
3/13/2020 16:00:00,0.03
3/16/2020 16:00:00,0.02
3/17/2020 16:00:00,0.02
3/18/2020 16:00:00,0.03
3/20/2020 16:00:00,0.02
3/23/2020 16:00:00,0.02
3/24/2020 16:00:00,0.02
3/26/2020 16:00:00,0.02
4/7/2020 16:00:00,0.02
4/8/2020 16:00:00,0.02
4/9/2020 16:00:00,0.02
4/14/2020 16:00:00,0.02
4/20/2020 16:00:00,0.03
4/21/2020 16:00:00,0.02
4/22/2020 16:00:00,0.03
4/23/2020 16:00:00,0.03
4/27/2020 16:00:00,0.03
4/29/2020 16:00:00,0.03
5/5/2020 16:00:00,0.03
5/7/2020 16:00:00,0.03
5/8/2020 16:00:00,0.03
5/11/2020 16:00:00,0.03
5/12/2020 16:00:00,0.03
5/13/2020 16:00:00,0.03
5/15/2020 16:00:00,0.03
5/19/2020 16:00:00,0.03
5/20/2020 16:00:00,0.04
5/21/2020 16:00:00,0.04
5/22/2020 16:00:00,0.04
5/25/2020 16:00:00,0.04
5/26/2020 16:00:00,0.04
5/27/2020 16:00:00,0.03
5/28/2020 16:00:00,0.04
5/29/2020 16:00:00,0.04
6/2/2020 16:00:00,0.04
6/3/2020 16:00:00,0.04
6/4/2020 16:00:00,0.04
6/5/2020 16:00:00,0.04
6/9/2020 16:00:00,0.04
6/10/2020 16:00:00,0.04
6/11/2020 16:00:00,0.04
6/16/2020 16:00:00,0.04
6/17/2020 16:00:00,0.03
6/24/2020 16:00:00,0.04
6/25/2020 16:00:00,0.04
6/26/2020 16:00:00,0.04
6/29/2020 16:00:00,0.05
6/30/2020 16:00:00,0.06
7/2/2020 16:00:00,0.07
7/3/2020 16:00:00,0.05
7/6/2020 16:00:00,0.05
7/7/2020 16:00:00,0.05
7/8/2020 16:00:00,0.05
7/9/2020 16:00:00,0.05
7/10/2020 16:00:00,0.05
7/13/2020 16:00:00,0.05
7/14/2020 16:00:00,0.05
7/15/2020 16:00:00,0.06
7/16/2020 16:00:00,0.05
7/17/2020 16:00:00,0.06
7/20/2020 16:00:00,0.06
7/21/2020 16:00:00,0.05
7/22/2020 16:00:00,0.05
7/23/2020 16:00:00,0.05
7/24/2020 16:00:00,0.05
7/28/2020 16:00:00,0.05
7/29/2020 16:00:00,0.06
7/30/2020 16:00:00,0.05
7/31/2020 16:00:00,0.05
8/4/2020 16:00:00,0.06
8/5/2020 16:00:00,0.05
8/6/2020 16:00:00,0.06
8/7/2020 16:00:00,0.07
8/10/2020 16:00:00,0.07
8/11/2020 16:00:00,0.06
8/12/2020 16:00:00,0.06
8/13/2020 16:00:00,0.06
8/17/2020 16:00:00,0.06
8/18/2020 16:00:00,0.06
8/19/2020 16:00:00,0.05
8/20/2020 16:00:00,0.05
8/21/2020 16:00:00,0.05
8/25/2020 16:00:00,0.05
8/26/2020 16:00:00,0.06
8/31/2020 16:00:00,0.06
9/2/2020 16:00:00,0.06
9/3/2020 16:00:00,0.06
9/4/2020 16:00:00,0.06
9/8/2020 16:00:00,0.05
9/9/2020 16:00:00,0.05
9/10/2020 16:00:00,0.05
9/14/2020 16:00:00,0.05
9/15/2020 16:00:00,0.06
9/16/2020 16:00:00,0.07
9/18/2020 16:00:00,0.06
9/21/2020 16:00:00,0.05
9/22/2020 16:00:00,0.05
9/23/2020 16:00:00,0.05
9/24/2020 16:00:00,0.05
9/25/2020 16:00:00,0.06
9/30/2020 16:00:00,0.06
10/2/2020 16:00:00,0.05
10/5/2020 16:00:00,0.05
10/6/2020 16:00:00,0.05
10/13/2020 16:00:00,0.05
10/19/2020 16:00:00,0.05
10/20/2020 16:00:00,0.05
10/28/2020 16:00:00,0.04
10/30/2020 16:00:00,0.04
11/3/2020 16:00:00,0.04
11/4/2020 16:00:00,0.05
11/5/2020 16:00:00,0.05
11/9/2020 16:00:00,0.05
11/12/2020 16:00:00,0.05
11/13/2020 16:00:00,0.05
11/16/2020 16:00:00,0.05
11/17/2020 16:00:00,0.06
11/24/2020 16:00:00,0.05
11/27/2020 16:00:00,0.05
11/30/2020 16:00:00,0.06
12/1/2020 16:00:00,0.06
12/2/2020 16:00:00,0.06
12/3/2020 16:00:00,0.06
12/4/2020 16:00:00,0.06
12/7/2020 16:00:00,0.05
12/9/2020 16:00:00,0.05
12/11/2020 16:00:00,0.05
12/14/2020 16:00:00,0.05
12/15/2020 16:00:00,0.05
12/16/2020 16:00:00,0.05
12/17/2020 16:00:00,0.05
12/21/2020 16:00:00,0.05
12/22/2020 16:00:00,0.04
12/23/2020 16:00:00,0.05
12/24/2020 16:00:00,0.04
12/29/2020 16:00:00,0.05
12/30/2020 16:00:00,0.05
12/31/2020 16:00:00,0.06
1/4/2021 16:00:00,0.05
1/5/2021 16:00:00,0.06
1/6/2021 16:00:00,0.05
1/7/2021 16:00:00,0.06
1/8/2021 16:00:00,0.06
1/11/2021 16:00:00,0.06
1/12/2021 16:00:00,0.06
1/13/2021 16:00:00,0.09
1/14/2021 16:00:00,0.08
1/15/2021 16:00:00,0.07
1/18/2021 16:00:00,0.09
1/19/2021 16:00:00,0.07
1/20/2021 16:00:00,0.07
1/21/2021 16:00:00,0.08
1/22/2021 16:00:00,0.08
1/25/2021 16:00:00,0.09
1/26/2021 16:00:00,0.08
1/28/2021 16:00:00,0.08
1/29/2021 16:00:00,0.08
2/1/2021 16:00:00,0.08
2/2/2021 16:00:00,0.08
2/3/2021 16:00:00,0.07
2/4/2021 16:00:00,0.07
2/5/2021 16:00:00,0.07
2/8/2021 16:00:00,0.07
2/9/2021 16:00:00,0.07
2/10/2021 16:00:00,0.07
2/11/2021 16:00:00,0.07
2/12/2021 16:00:00,0.07
2/16/2021 16:00:00,0.07
2/17/2021 16:00:00,0.07
2/18/2021 16:00:00,0.07
2/19/2021 16:00:00,0.07
2/22/2021 16:00:00,0.07
2/23/2021 16:00:00,0.07
2/24/2021 16:00:00,0.07
2/25/2021 16:00:00,0.07
2/26/2021 16:00:00,0.07
3/1/2021 16:00:00,0.07
3/2/2021 16:00:00,0.07
3/3/2021 16:00:00,0.07
3/5/2021 16:00:00,0.06
3/8/2021 16:00:00,0.07
3/9/2021 16:00:00,0.07
